MFCC_2,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,Chroma_3,ZCR,Person
11.93171215057373,20.392362594604492,-12.569884300231934,-9.185052871704102,-22.181177139282227,-15.468462944030762,-18.096763610839844,-22.68051528930664,0.3728982210159302,0.057848743556701,AndresCalzada
35.9165153503418,22.1088809967041,24.504037857055664,9.65380859375,2.0404794216156006,-5.428279399871826,-5.480868339538574,-4.3110175132751465,0.4411515891551971,0.090154909620098,Sergio
5.93995475769043,28.597253799438477,2.791661262512207,-8.91430377960205,-27.713932037353516,-8.552114486694336,-2.6639230251312256,-17.66227912902832,0.1698420047760009,0.0415120442708333,Irma
25.816286087036133,33.01186752319336,9.52474308013916,-15.784515380859377,-16.70229721069336,-7.565487861633301,-10.083037376403809,-16.490985870361328,0.5497235655784607,0.0644808682528409,LuisG
23.988588333129883,19.67609405517578,12.366803169250488,-32.18351364135742,-11.395404815673828,-11.703521728515623,-23.598487854003903,-7.948145866394043,0.2520430386066437,0.1557730741279069,MauM
44.31572723388672,15.992297172546388,17.575511932373047,-0.4299872815608978,2.930030345916748,-7.142747402191162,-7.85869550704956,-5.655274868011475,0.3048806190490722,0.0722437616604477,Francisco
50.23628234863281,24.27068519592285,9.346976280212402,-0.2064635902643203,-13.609375953674316,2.845339775085449,9.388914108276367,-14.194500923156738,0.2964273989200592,0.0257893133600917,Marlon
20.3587589263916,10.857895851135254,-6.6026611328125,-14.240655899047852,-17.021865844726562,-12.019976615905762,-6.855922698974609,-15.808499336242676,0.2052353322505951,0.16627197265625,BetoM
47.89406204223633,29.799089431762695,19.417593002319336,4.564624309539795,1.8789565563201904,3.0174410343170166,-2.820484161376953,-8.238930702209473,0.3200208246707916,0.0488006161971831,Mario
19.473291397094727,25.64984893798828,21.833816528320312,4.736184597015381,4.150643825531006,-2.4212117195129395,-3.695411443710327,-4.121312618255615,0.2040112167596817,0.0879065040650406,Yosira
27.621461868286133,24.867284774780273,15.249021530151367,15.33869457244873,3.2110178470611572,-3.702566385269165,1.917695999145508,-1.6449124813079834,0.4578533470630646,0.0719009592563291,David
8.372320175170898,19.54666519165039,-6.836788654327393,-16.34558868408203,-11.954505920410156,-17.403396606445312,-24.38949203491211,-14.432543754577637,0.1607945710420608,0.0648352581521739,Ariana
1.850452780723572,12.062835693359377,-3.829220533370972,-2.7656214237213135,-4.833806037902832,-13.025684356689451,-18.144203186035156,-15.016087532043455,0.3784620761871338,0.0911263992537313,Mariana
-14.308985710144045,31.803619384765625,-22.260412216186523,-17.901893615722656,-17.66012191772461,-18.100860595703125,-26.18706321716309,-17.541749954223633,0.2025717347860336,0.0476205008370535,Ariana
10.454282760620115,2.2251617908477783,-17.169015884399414,-32.52085494995117,-0.8798195123672485,-16.260486602783203,-20.93077087402344,-5.381149768829346,0.3099955320358276,0.13011474609375,AdriaM
20.514652252197266,24.61588478088379,23.05749130249023,-1.8874715566635132,0.5953798294067383,-9.189599990844728,-3.108812093734741,-7.233066558837891,0.1914876252412796,0.0566663240131578,Yosira
33.907623291015625,27.5762996673584,40.720157623291016,-1.6654914617538452,3.965368032455444,-11.219208717346191,-4.841439247131348,-2.45634388923645,0.4383785128593445,0.0604463465073529,Sergio
31.208297729492188,31.483503341674805,39.3635368347168,-9.68931007385254,2.1761698722839355,-8.829788208007812,-1.4211783409118652,4.43309211730957,0.4011801183223724,0.0655322265625,Sergio
17.441316604614258,15.581408500671388,16.597442626953125,-0.3857347667217254,4.403172969818115,-17.130857467651367,-6.8715033531188965,-4.486473083496094,0.2397876530885696,0.072496916118421,Yosira
14.328493118286133,1.3577988147735596,-15.442831993103027,-36.85987091064453,-5.681612014770508,-16.26726531982422,-20.09043884277344,-2.403578042984009,0.2989569008350372,0.1202423878205128,AdriaM
7.784352779388428,-3.205267906188965,-33.38202667236328,-25.17808723449707,0.6903543472290039,-27.49002265930176,-10.459524154663086,-0.9665502309799194,0.1061081439256668,0.1033440667229729,AdriaM
-9.051569938659668,25.232711791992188,-13.848719596862791,-16.5551815032959,-20.430042266845703,-21.18523597717285,-27.453554153442383,-14.009904861450195,0.1981800496578216,0.0371711827531645,Ariana
12.554361343383787,5.299293518066406,-11.387093544006348,-3.60634708404541,-16.95964241027832,-23.90856552124023,-16.958948135375977,-14.292492866516112,0.5032515525817871,0.0359597507911392,Mariana
-19.626874923706055,14.980958938598633,-36.08702087402344,-21.700239181518555,-20.34273910522461,-22.52764892578125,-25.844762802124023,-4.98079252243042,0.1903753280639648,0.0533621651785714,Ariana
33.363494873046875,15.8043212890625,10.620295524597168,14.718976020812988,-2.695141315460205,-3.0897510051727295,-3.3952324390411377,-7.067175388336182,0.412943035364151,0.1021625564759036,Ignacio
12.861092567443848,1.1362547874450684,4.053736686706543,-4.830801486968994,-2.7704858779907227,-13.867834091186523,-8.534859657287598,-0.2726258933544159,0.420024573802948,0.0908757990056818,Cielo
14.509915351867676,22.58760452270508,5.689040184020996,-8.417548179626465,-18.533466339111328,-9.837359428405762,-4.9723663330078125,-14.059639930725098,0.1729689389467239,0.0708292643229166,Irma
47.043338775634766,27.802595138549805,19.46651077270508,7.343582630157471,-5.814733028411865,-3.4188215732574463,0.1913871467113495,-6.760488033294678,0.32168909907341,0.071593167489035,Marlon
