MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,Chroma_0,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,ZCR,Spec_Centroid,Spec_Bandwidth,Spec_Contrast,RMS_Energy,Person
-222.11892700195312,64.8846206665039,10.696322441101074,16.177335739135742,-1.9701361656188965,-2.1986732482910156,-16.84502410888672,-12.530349731445312,-13.690114974975586,-9.973928451538086,-2.009955644607544,-1.982451319694519,-9.242197036743164,0.28774046897888184,0.24297407269477844,0.1380525529384613,0.15149085223674774,0.22966055572032928,0.23697420954704285,0.3149510622024536,0.33895406126976013,0.29817914962768555,0.4773756265640259,0.5396090149879456,0.3764578402042389,0.12390376072303921,5132.96395130879,4931.469904833713,18.555293774420388,0.12375515699386597,Vanessa
-357.7194519042969,98.94840240478516,31.023109436035156,63.282386779785156,24.517213821411133,31.443782806396484,-5.315424919128418,1.549930453300476,-9.89902114868164,-5.662251949310303,-6.727232456207275,-10.624567985534668,-10.386935234069824,0.3287317454814911,0.28218966722488403,0.2975369989871979,0.3441953957080841,0.3296854496002197,0.36121582984924316,0.4757997393608093,0.4536999762058258,0.5240293741226196,0.547590970993042,0.4865018427371979,0.4210899770259857,0.09697119869402986,3140.2314299801365,2513.5719017935958,24.230113561257653,0.1011345162987709,Francisco
-250.99876403808594,181.2749481201172,-25.938365936279297,8.425196647644043,31.42152976989746,-0.31570857763290405,-2.422952175140381,-9.544967651367188,-15.900680541992188,-16.540130615234375,-9.624429702758789,1.7061009407043457,-12.837252616882324,0.3072013854980469,0.3872514069080353,0.3281515836715698,0.3377918303012848,0.38618019223213196,0.3263254761695862,0.30158400535583496,0.37825483083724976,0.4265790581703186,0.3690297603607178,0.3519495129585266,0.285205602645874,0.050239789603960396,1664.776689985738,1514.4031745840166,25.70908450915195,0.2041681706905365,Erik
-365.1542053222656,109.4843521118164,7.252702236175537,60.05071258544922,18.290340423583984,13.564553260803223,26.421968460083008,-16.11134910583496,-4.877507209777832,-6.823094844818115,-18.398160934448242,2.136287212371826,-10.3779935836792,0.41406160593032837,0.3748474419116974,0.29262593388557434,0.23355571925640106,0.24254420399665833,0.2700713574886322,0.31765851378440857,0.4423221945762634,0.5790582299232483,0.6222590804100037,0.4770224094390869,0.44504234194755554,0.07472826086956522,2260.4891057890445,1773.3726336930886,24.50796537418864,0.10223719477653503,Ignacio
-386.3158264160156,122.05033874511719,18.268484115600586,27.052867889404297,28.124656677246094,1.0667284727096558,-7.850934982299805,-17.633609771728516,-21.311220169067383,-13.82833194732666,-15.005477905273438,-18.029539108276367,-16.28165626525879,0.7446339726448059,0.4327073097229004,0.2084829956293106,0.08644068241119385,0.06683291494846344,0.03460437431931496,0.06366193294525146,0.10815098136663437,0.15882518887519836,0.2881166338920593,0.5143055319786072,0.6765261888504028,0.024098466082317072,1103.3117144532644,1328.6955643415934,23.620057391197342,0.1155630573630333,Mariana
-303.8887634277344,170.92588806152344,-1.236363172531128,37.09906005859375,6.762465000152588,-6.755731582641602,1.1396080255508423,-40.69955825805664,-25.718563079833984,-7.0223307609558105,-17.880168914794922,-6.483675956726074,-2.7117040157318115,0.5755912661552429,0.4509442448616028,0.31131482124328613,0.23097296059131622,0.2412566989660263,0.2830120623111725,0.32908695936203003,0.2963983416557312,0.26103445887565613,0.23740467429161072,0.318093478679657,0.49359118938446045,0.06346146101804123,1837.5900494137861,1481.4960693231892,23.21000217996266,0.14013975858688354,AndresCalzada
-351.9893798828125,135.91354370117188,6.732990741729736,26.633031845092773,9.979179382324219,2.288267135620117,-9.105876922607422,-30.67986488342285,-3.82944655418396,-4.151864051818848,-22.88016128540039,-10.989078521728516,-5.7217888832092285,0.2509641647338867,0.17565970122814178,0.09316196292638779,0.11121302098035812,0.12979014217853546,0.2051796317100525,0.3189743757247925,0.3188626766204834,0.5306559801101685,0.5170844197273254,0.40962880849838257,0.34779348969459534,0.04218535370879121,1669.6338723471965,1729.8038651498448,23.854612440208445,0.13776521384716034,Irma
-287.9862365722656,81.34204864501953,11.693575859069824,54.24566650390625,14.840994834899902,33.65435028076172,12.249858856201172,4.632708549499512,-19.326305389404297,9.183664321899414,-10.841219902038574,5.575490951538086,-2.477963924407959,0.5142627954483032,0.3953898549079895,0.324668288230896,0.2575052082538605,0.21456113457679749,0.30134883522987366,0.4390276074409485,0.4501712918281555,0.5102278590202332,0.5788800716400146,0.6067793965339661,0.5693816542625427,0.12701416015625,4377.6437240567675,3054.691566138354,23.761789343147438,0.14906446635723114,Lex
-192.5416259765625,60.302268981933594,23.605209350585938,13.190851211547852,6.984465599060059,7.7537713050842285,-19.88605308532715,-9.888157844543457,-16.459020614624023,-11.562119483947754,-1.532347559928894,-1.750962734222412,-4.18538236618042,0.4225522577762604,0.2828117907047272,0.341621994972229,0.34893956780433655,0.21953722834587097,0.1744929403066635,0.23825757205486298,0.392618864774704,0.3638257384300232,0.32872483134269714,0.43263304233551025,0.4901236891746521,0.21067010788690477,2262.8043982864197,1859.4554754846674,18.02037671912509,0.11031419783830643,MauM
-392.9099426269531,156.122802734375,26.446502685546875,28.042545318603516,25.294939041137695,28.483381271362305,18.189083099365234,-16.314910888671875,-6.818277835845947,-1.4122047424316406,-17.048784255981445,-8.037779808044434,-1.2456828355789185,0.621702253818512,0.5685729384422302,0.439240038394928,0.2633492648601532,0.2391517162322998,0.3367488980293274,0.3388042747974396,0.3322395384311676,0.4109150767326355,0.600532591342926,0.7253537774085999,0.6811404824256897,0.020198277064732144,1335.430872335737,1902.3891324808906,22.67258915730241,0.09478141367435455,Marlon
-245.06515502929688,74.73387908935547,-0.4070647358894348,18.377559661865234,28.473949432373047,-5.103847980499268,-21.67618179321289,-15.188539505004883,-12.84560489654541,-14.871264457702637,-7.329724311828613,-2.160745620727539,-12.00568675994873,0.31360116600990295,0.264994353055954,0.17195262014865875,0.21333563327789307,0.3673649728298187,0.48968300223350525,0.352622389793396,0.34412726759910583,0.3982791006565094,0.42211484909057617,0.24909202754497528,0.24635623395442963,0.09233439469537816,4885.421168002365,5511.987757076915,18.48511666865831,0.09305637329816818,Ariana
-385.2431335449219,94.63551330566406,3.049689531326294,56.8560791015625,15.111933708190918,11.019074440002441,4.443762302398682,-21.376192092895508,0.9677368998527527,-9.440635681152344,-6.1839118003845215,1.4452000856399536,-15.709024429321289,0.43736177682876587,0.399870365858078,0.36747992038726807,0.3773679733276367,0.3112298250198364,0.2069818079471588,0.20942434668540955,0.2587503492832184,0.30663612484931946,0.4076516628265381,0.5549876093864441,0.47282513976097107,0.09025493421052631,2585.2904822766927,1859.7098903399908,25.137151040315917,0.07503768056631088,Ignacio
-276.5137634277344,93.47978973388672,13.204671859741211,29.05452537536621,-10.89929485321045,11.576714515686035,-12.463196754455566,-24.069217681884766,-15.182297706604004,5.280101776123047,-4.449746131896973,-7.955465316772461,-0.4987732172012329,0.3385413587093353,0.21030880510807037,0.13466884195804596,0.10776611417531967,0.15076734125614166,0.2356434017419815,0.39244958758354187,0.31364011764526367,0.2463906854391098,0.31171613931655884,0.41765546798706055,0.47844019532203674,0.10988261912128713,4078.052927000638,3470.186511647759,25.93984669178586,0.13452930748462677,Vanessa
-354.0940246582031,58.35287094116211,19.925472259521484,47.57017517089844,2.307257890701294,0.7549499273300171,-15.918922424316406,-6.731064796447754,-19.51728057861328,-1.571321964263916,-4.260268211364746,-9.287355422973633,-7.779768466949463,0.4296950697898865,0.5020297765731812,0.4005720019340515,0.3294103443622589,0.22315962612628937,0.13111436367034912,0.13050562143325806,0.19934862852096558,0.2905825972557068,0.2907513678073883,0.31505995988845825,0.33479294180870056,0.15126763501213591,4481.873508092097,2976.246217935116,24.31624784908167,0.07909006625413895,Cielo
-346.1882019042969,103.55492401123047,20.700265884399414,62.80315017700195,26.840614318847656,38.39598846435547,3.284935712814331,3.0273921489715576,-1.7880089282989502,-6.0497565269470215,-2.738906145095825,-7.524657249450684,-9.213805198669434,0.3350888788700104,0.3637220859527588,0.3545113205909729,0.4229729175567627,0.560295045375824,0.5236138701438904,0.5491862297058105,0.5556510090827942,0.48037946224212646,0.4103756248950958,0.34579360485076904,0.3414362668991089,0.08768292327425373,2772.8591278260133,2177.319500308694,23.992748286849945,0.13388212025165558,Francisco
-418.4394226074219,157.8585662841797,11.8472900390625,29.276151657104492,24.723243713378906,7.169338703155518,-0.839991569519043,-23.218530654907227,-12.01351261138916,-1.2297199964523315,-13.813288688659668,-17.88245964050293,-14.225830078125,0.28731292486190796,0.19749730825424194,0.18760612607002258,0.11563917249441147,0.14319062232971191,0.1847020834684372,0.17973671853542328,0.23787300288677216,0.41557297110557556,0.7820706367492676,0.8088083267211914,0.5701352953910828,0.033584985977564104,1316.8724678665194,1730.890654198709,21.903990528548192,0.07082469761371613,DafneA
-330.5499267578125,153.2565460205078,2.461270332336426,25.311370849609375,24.691770553588867,6.474790573120117,-0.3517586588859558,-23.074722290039062,-13.534491539001465,-0.050628386437892914,-12.725004196166992,-16.749616622924805,-11.736505508422852,0.291229248046875,0.15016520023345947,0.10015913844108582,0.0702294409275055,0.08579404652118683,0.15531645715236664,0.16845788061618805,0.2460574209690094,0.45876845717430115,0.6446062326431274,0.8246034383773804,0.5475216507911682,0.045955214389534885,1541.5860861849105,1547.4899560935653,22.152770332609276,0.16268528997898102,DafneA
-298.1158142089844,132.84365844726562,6.864419937133789,58.77894973754883,7.667802810668945,9.643134117126465,-4.507697105407715,-17.134977340698242,-4.141472339630127,-3.0054078102111816,-11.591506958007812,2.3857438564300537,-18.983243942260742,0.335331529378891,0.2269338071346283,0.26036033034324646,0.38424235582351685,0.5040521025657654,0.47457432746887207,0.4604959487915039,0.4982808232307434,0.4636635482311249,0.3287947475910187,0.29646459221839905,0.4091961681842804,0.05312376384493671,1961.2268640646396,2368.969093760659,24.397119613260212,0.18537546694278717,Esther
-313.9878845214844,101.21653747558594,15.733957290649414,64.67996978759766,17.982248306274414,36.634002685546875,9.272271156311035,7.629188537597656,-5.664172649383545,-7.966588020324707,0.18595391511917114,-7.389701843261719,-9.064785957336426,0.3261728286743164,0.38877081871032715,0.4114541709423065,0.4753289818763733,0.5593770742416382,0.5637380480766296,0.5809831619262695,0.4705904424190521,0.44500821828842163,0.4778929352760315,0.4752877950668335,0.4078906178474426,0.0928253823138298,3154.5330237050935,2545.6078759468846,22.82989689828263,0.13950183987617493,Francisco
-347.52813720703125,83.7541275024414,21.48645782470703,38.8940544128418,24.97594451904297,7.8569464683532715,5.004784107208252,-7.969773292541504,-7.559781551361084,-4.523411273956299,-15.305530548095703,-4.836930751800537,-10.160598754882812,0.4720925986766815,0.4758460223674774,0.3809557259082794,0.3023160696029663,0.33879679441452026,0.354707807302475,0.284862220287323,0.2720416486263275,0.26955851912498474,0.26365017890930176,0.42612677812576294,0.49387744069099426,0.11117457743710692,4958.306075119999,4765.562779076438,22.811370582622214,0.0559224858880043,Yosira
-349.10406494140625,150.62339782714844,0.9460664987564087,26.779088973999023,25.410869598388672,21.587209701538086,19.17723274230957,-19.356103897094727,-12.101518630981445,11.276476860046387,-0.7510897517204285,-12.971134185791016,-12.07455825805664,0.48552781343460083,0.4038456976413727,0.348891019821167,0.2991994321346283,0.2659410834312439,0.34597060084342957,0.4052670896053314,0.29495859146118164,0.3460266888141632,0.49028128385543823,0.4657432734966278,0.5278254747390747,0.06737158764367816,1954.358507285671,1337.0048818109071,23.593587793819218,0.10207560658454895,David
-251.34576416015625,67.82477569580078,17.571413040161133,38.391395568847656,20.0472469329834,10.082833290100098,7.688321113586426,-10.24212646484375,-3.3261260986328125,-6.973895072937012,-11.38540267944336,0.9566438794136047,-6.9216508865356445,0.4169938862323761,0.43439650535583496,0.31339961290359497,0.24033290147781372,0.2614087760448456,0.2728661596775055,0.3301410377025604,0.47233983874320984,0.5973647236824036,0.5929501056671143,0.496853232383728,0.440049946308136,0.10686077987938597,4919.678778373834,5177.508071427927,17.87551280164938,0.11686234176158905,Ignacio
-336.9101867675781,164.6217498779297,-1.5533010959625244,27.550479888916016,1.9980310201644897,-10.60217571258545,-13.930795669555664,-32.233646392822266,-14.630656242370605,-11.994588851928711,-14.529979705810547,-15.555350303649902,-18.984575271606445,0.4690307378768921,0.28838932514190674,0.24359385669231415,0.2263587862253189,0.12287990748882294,0.06996536254882812,0.12188920378684998,0.11118101328611374,0.15415678918361664,0.26339948177337646,0.5567591786384583,0.683129072189331,0.04820033482142857,1906.6334727572703,1793.6463869844206,23.30014206433788,0.11273425072431564,Mariana
-293.91650390625,105.60728454589844,22.27845001220703,39.16434097290039,15.73989486694336,-16.96097183227539,-43.037452697753906,-10.63696575164795,-26.05254364013672,-2.9290611743927,-0.9306513071060181,-5.999520301818848,-9.780816078186035,0.38469377160072327,0.5224647521972656,0.5292214751243591,0.35332563519477844,0.3719179034233093,0.3236598074436188,0.24813593924045563,0.2178669571876526,0.26094773411750793,0.39789876341819763,0.37218761444091797,0.2891763150691986,0.17122749660326086,1762.546596378513,1559.7322616359622,24.06590706201243,0.06211744621396065,MauM
-301.9339904785156,84.7417221069336,29.21419906616211,50.61530303955078,3.368215799331665,26.700246810913086,8.20435619354248,12.874452590942383,-16.40811538696289,9.383126258850098,-5.117043495178223,4.7942633628845215,-5.193371295928955,0.4782986342906952,0.4099488854408264,0.41113540530204773,0.3784087002277374,0.40100929141044617,0.4321439862251282,0.4106927514076233,0.37844160199165344,0.470410019159317,0.5245314240455627,0.5414842963218689,0.5322470664978027,0.12180739182692307,4441.791342269154,3425.6606026063628,23.580830153688723,0.1185976043343544,Lex
-202.5677947998047,56.26057434082031,13.698963165283203,15.704672813415527,-7.489574432373047,-20.72029685974121,-19.231969833374023,-6.974674701690674,-6.430535316467285,-8.389015197753906,-9.891410827636719,-2.949373245239258,-8.216428756713867,0.14422520995140076,0.12646445631980896,0.1463450789451599,0.19486011564731598,0.3460625112056732,0.2706153094768524,0.2839314639568329,0.3272334039211273,0.37806275486946106,0.6133389472961426,0.4743860960006714,0.24339446425437927,0.21378102022058823,2164.125924198353,2029.8893983362486,17.54204069009469,0.09153205901384354,AleM
-237.1295928955078,102.39307403564453,30.082361221313477,23.0567569732666,19.6304874420166,6.664637088775635,-4.309506893157959,-17.843244552612305,-12.472220420837402,-2.9705069065093994,-8.55122184753418,-9.720353126525879,-7.6916093826293945,0.14648853242397308,0.1251046359539032,0.13810236752033234,0.21017694473266602,0.30100783705711365,0.33200809359550476,0.3680242598056793,0.4950200319290161,0.5202791690826416,0.5026493072509766,0.38404253125190735,0.25828665494918823,0.03986600079113924,3575.359841818953,5352.0763947524265,18.551293927197776,0.22205550968647003,Irma
-312.5577392578125,92.34437561035156,21.28864097595215,37.64126205444336,27.914962768554688,21.92699432373047,-9.516639709472656,6.898542881011963,-11.101513862609863,5.993409156799316,3.6605284214019775,-2.3901760578155518,-13.367532730102539,0.4747616648674011,0.33251500129699707,0.2483171820640564,0.35148513317108154,0.5272049307823181,0.5098404288291931,0.5308034420013428,0.5986086130142212,0.6016075611114502,0.5882619023323059,0.5720923542976379,0.5672189593315125,0.10658278974514564,3767.8223068607767,3450.5583305600085,22.402868499269204,0.07589554041624069,Sergio
-365.2825012207031,102.00433349609375,0.9299107789993286,52.46823501586914,26.180124282836914,13.188164710998535,16.98503303527832,-14.579827308654785,-3.0269134044647217,-3.4121744632720947,-12.006746292114258,4.246852874755859,-7.781834602355957,0.39925679564476013,0.3725758194923401,0.2844209671020508,0.20428448915481567,0.23397035896778107,0.2967933118343353,0.34568530321121216,0.47601619362831116,0.6146913170814514,0.5011566281318665,0.4650806486606598,0.4242066442966461,0.07613011410361842,2198.984116716712,1538.962629194104,24.642866047263865,0.11274365335702896,Ignacio
-245.1721954345703,71.40277862548828,19.93757438659668,28.902700424194336,26.58539581298828,16.733013153076172,2.4176313877105713,-10.377888679504395,-12.600887298583984,-4.9054484367370605,-7.747001647949219,-6.084876537322998,-10.407689094543457,0.5223855972290039,0.44871318340301514,0.3988018333911896,0.4012272357940674,0.37331363558769226,0.29671862721443176,0.3187939524650574,0.33520933985710144,0.34119486808776855,0.4190506339073181,0.5579745769500732,0.5611997246742249,0.12739490327380953,5716.674096152023,6027.743834607309,17.39862065595515,0.11173000931739807,LuisG
-294.9575500488281,85.89854431152344,13.452410697937012,18.853517532348633,-14.0577974319458,5.4727044105529785,-25.769453048706055,-23.1837100982666,-5.2175774574279785,8.126543045043945,-10.438369750976562,-4.815441608428955,-6.698787689208984,0.4396001100540161,0.4451242685317993,0.322317510843277,0.19015608727931976,0.1124110072851181,0.10010107606649399,0.13088150322437286,0.24945811927318573,0.39410296082496643,0.3082256615161896,0.22326567769050598,0.2885289192199707,0.12911413211633663,4530.222980660866,3804.487330790635,25.930105459110283,0.10225366801023483,Vanessa
